CAMIS,DBA,BORO,STREET,CUISINE DESCRIPTION,INSPECTION DATE,CRITICAL FLAG,SCORE,Latitude,Longitude,year
50089499,SUPREME CARIBBEAN AND AMERICAN CUISINE,Bronx,WHITE PLAINS ROAD,Caribbean,2019-11-25,Not Critical,9.0,40.880083591965,-73.86480587803601,2019
50084485,PERRY'S COFFEE SHOP,Bronx,EAST  161 STREET,American,2018-10-29,Not Critical,35.0,40.823251990807,-73.910660876145,2018
50013172,RIVERDALE PIE GUYS,Bronx,MOSHOLU AVENUE,Pizza,2019-02-19,Not Critical,22.0,40.905423979076,-73.89779776985,2019
50013172,RIVERDALE PIE GUYS,Bronx,MOSHOLU AVENUE,Pizza,2019-02-19,Not Critical,22.0,40.905423979076,-73.89779776985,2019
41041594,THE DUGOUT,Bronx,RIVER AVENUE,American,2019-06-25,Critical,11.0,40.828326702476,-73.92562452986,2019
50074970,PG PIZZA,Bronx,EAST  167 STREET,Pizza,2020-01-07,Not Critical,12.0,40.833688278010996,-73.915315754498,2020
50100124,CARIDAD LIGHT FOOD,Bronx,EAST  165 STREET,Latin American,2019-12-04,Not Critical,11.0,40.823952025897,-73.89461730234801,2019
50063010,EL BARRIL RESTAURANT,Bronx,EAST  138 STREET,Mexican,2018-10-27,Not Critical,,40.808776329212996,-73.92214245498201,2018
41403373,NEW LUEN HING,Bronx,BAILEY AVENUE,Chinese,2020-01-13,Not Critical,11.0,40.876496979351,-73.90371490588001,2020
50014905,LUPITA'S RESTAURANT,Bronx,MELROSE AVENUE,Mexican,2019-10-15,Not Critical,9.0,40.824615628859995,-73.91359660301501,2019
50001038,EL GRAN VALLE RESTAURANT,Bronx,JEROME AVENUE,Latin American,2018-05-10,Not Critical,53.0,40.848841853849,-73.911515556265,2018
50001430,FOO-HING KITCHEN,Bronx,SEDGWICK AVENUE,Chinese,2019-11-07,Critical,43.0,40.874944128223,-73.901261908268,2019
50006109,THE NEW RANCH,Bronx,WESTCHESTER AVENUE,American,2018-11-20,Not Critical,11.0,40.829462733825004,-73.87474509635899,2018
50006109,THE NEW RANCH,Bronx,WESTCHESTER AVENUE,American,2018-11-20,Not Critical,11.0,40.829462733825004,-73.87474509635899,2018
50007119,FRANK AND JOE'S DELI,Bronx,EAST TREMONT AVENUE,Sandwiches,2019-04-30,Not Critical,21.0,40.82822130941,-73.823909941754,2019
41501500,GOLDEN CITY CHINESE KITCHEN,Bronx,SOUNDVIEW AVENUE,Chinese,2018-04-18,Critical,40.0,40.821207615897,-73.865966513326,2018
41452662,THE POINT AFRICAN CARIBBEAN RESTAURANT,Bronx,WEBSTER AVENUE,African,2019-02-12,Critical,28.0,40.851016305071,-73.898955251553,2019
41015947,MORRIS YACHT & BEACH CLUB,Bronx,CITY ISLAND AVENUE,American,2018-03-09,Critical,28.0,40.838425302286,-73.783210861199,2018
41299987,DUNKIN,Bronx,WEST  231 STREET,Donuts,2016-08-16,Critical,13.0,40.879097412953,-73.905132297295,2016
41090127,PORTOFINO RESTAURANT,Bronx,CITY ISLAND AVENUE,Italian,2017-08-03,Critical,21.0,40.853592005267004,-73.79020292531399,2017
41641101,SIRENAS,Bronx,JEROME AVENUE,Tex-Mex,2019-07-01,Not Critical,32.0,40.850090021590006,-73.910628305122,2019
41250498,NO. 1 CHINESE RESTAURANT,Bronx,WEST TREMONT AVENUE,Chinese,2022-02-17,Critical,39.0,40.851947421727,-73.90962451923001,2022
50091821,DOMINO'S,Bronx,WEBSTER AVENUE,Pizza,2019-10-07,Not Critical,11.0,40.835255356069005,-73.907959626701,2019
41414123,SALVATORES OF SOHO,Bronx,RIVERDALE AVENUE,Italian,2017-04-17,Not Critical,13.0,40.887775294174,-73.907351361698,2017
41426199,CONTI'S PASTRY SHOPPE,Bronx,MORRIS PARK AVENUE,Bakery Products/Desserts,2018-05-09,Not Critical,7.0,40.845849203507,-73.863043222117,2018
50007733,LOK HIN,Bronx,BROOK AVENUE,Chinese,2019-11-06,Critical,17.0,40.809059156278,-73.918359947731,2019
50016600,SUBWAY,Bronx,HUTCHINSON RIVER PARKWAY,Sandwiches,2019-02-28,Critical,10.0,40.824147438678004,-73.836455025077,2019
50084046,AZGARDZ OF NEW YORK,Bronx,ARTHUR AVENUE,American,2018-10-15,Not Critical,16.0,40.854020712358,-73.88886886644,2018
50033133,TEXAS CHICKEN & BURGERS,Bronx,WEST BURNSIDE AVENUE,Chicken,2018-10-12,Not Critical,,40.853818300273,-73.908324242113,2018
50059007,LUCKY SMILE RESTAURANT,Bronx,ALLERTON AVENUE,Chinese,2019-03-20,Not Critical,4.0,40.865480931233,-73.864210202749,2019
50037363,SUBWAY,Bronx,EASTCHESTER ROAD,Sandwiches,2019-09-10,Critical,5.0,40.846997905925,-73.844719127472,2019
50085343,Giovani’s Big Pizza,Bronx,PROSPECT AVENUE,Pizza,2019-07-12,Not Critical,,40.820060569313,-73.901466497603,2019
50074800,THELMA'S KITCHEN,Bronx,EAST  174 STREET,American,2019-10-10,Not Critical,9.0,40.844604562465,-73.905355165842,2019
50007468,TRIPLE 8 RESTAURANT,Bronx,EAST  152 STREET,Chinese,2018-02-26,Critical,13.0,40.815951411055,-73.907744371782,2018
50078651,LUIGGY SNACK,Bronx,EAST  167 STREET,Latin American,2019-06-10,Critical,26.0,40.834282406678,-73.917049603813,2019
50034387,PARRILLA LATINA,Bronx,WEBSTER AVENUE,Spanish,2018-03-29,Critical,27.0,40.861047508586005,-73.892042095807,2018
41249587,"D'ANGELO'S PIZZA, PANCHO'S MEXICAN RESTAURANT",Bronx,PUGSLEY AVENUE,Mexican,2019-10-09,Not Critical,22.0,40.830487768039,-73.857004176861,2019
41249587,"D'ANGELO'S PIZZA, PANCHO'S MEXICAN RESTAURANT",Bronx,PUGSLEY AVENUE,Mexican,2019-10-09,Not Critical,22.0,40.830487768039,-73.857004176861,2019
50095648,WOK WOK RESTAURANT,Bronx,EAST  208 STREET,Chinese,2022-01-25,Critical,34.0,40.880658244691,-73.883258684794,2022
50107343,TWO IN ONE AMERICAN AND MEXICAN FOOD,Bronx,EAST KINGSBRIDGE ROAD,American,2021-08-26,Critical,18.0,40.866869963122,-73.895973552428,2021
41379435,MI CASA BAKERY,Bronx,EAST  200 STREET,Bakery Products/Desserts,2019-09-11,Critical,16.0,40.872989601915,-73.888923822219,2019
50017059,BASES LOADED SPORTS BAR,Bronx,WESTCHESTER AVENUE,American,2019-03-14,Critical,17.0,40.847103775314004,-73.83216943475,2019
40666155,LOESER'S KOSHER DELI & CATERER,Bronx,WEST  231 STREET,Sandwiches,2019-11-20,Critical,38.0,40.879157931001004,-73.905294940359,2019
41181385,EL DESPERTAR MARLENE,Bronx,PROSPECT AVENUE,Latin American,2022-01-18,Critical,34.0,40.820164832257,-73.901422986645,2022
41625013,EL PALENQUE,Bronx,CARTER AVENUE,Spanish,2019-06-28,Critical,19.0,40.847340892382,-73.901877741917,2019
50073669,KENNEDY'S FRIED CHICKEN,Bronx,EAST  167 STREET,Chicken,2019-09-17,Critical,64.0,40.83349018369,-73.914676378377,2019
41457424,JIMBO'S HAMBURGER PALACE,Bronx,WHITE PLAINS ROAD,Hamburgers,2018-03-27,Critical,12.0,40.891688725029,-73.858329629066,2018
50001029,EL VIEJO GRAN CAFE,Bronx,EAST  138 STREET,Spanish,2019-03-27,Not Critical,32.0,40.807715128309,-73.919633139112,2019
50096979,FAMILY PIZZA,Bronx,BAYCHESTER AVENUE,Pizza,2022-03-14,Not Critical,65.0,40.879178280781005,-73.83758481532601,2022
41598329,BOSTON ROAD CHINA,Bronx,BOSTON ROAD,Chinese,2016-12-27,Critical,17.0,40.876803402507,-73.84709011214599,2016
50040937,OUTBACK STEAKHOUSE,Bronx,BAYCHESTER AVENUE,Steakhouse,2019-05-21,Not Critical,13.0,40.86634485862,-73.83062747673,2019
50040937,OUTBACK STEAKHOUSE,Bronx,BAYCHESTER AVENUE,Steakhouse,2019-05-21,Not Critical,13.0,40.86634485862,-73.83062747673,2019
41688632,CAMINITO SPORTS BAR AND BILLIARD,Bronx,EAST  198 STREET,Bottled Beverages,2019-08-01,Not Critical,11.0,40.866177180644,-73.886115148124,2019
40372631,YANKEE JZ PIZZA,Bronx,WESTCHESTER AVENUE,Pizza,2019-10-07,Not Critical,6.0,40.829178325164,-73.87570682252,2019
50101032,TACO BELL CANTINA,Bronx,EAST FORDHAM ROAD,Tex-Mex,2021-09-28,Not Critical,,40.861846654617,-73.892499933112,2021
41396664,STAND 331,Bronx,EAST  161 STREET,American,2019-08-14,Not Critical,12.0,40.829028434834,-73.928496459645,2019
50080765,YOSMAILY'S JUICE BAR & CAFE,Bronx,EAST  180 STREET,"Juice, Smoothies, Fruit Salads",2018-10-30,Critical,27.0,40.844802637667996,-73.882103818554,2018
41444157,MAMMA ROSA'S,Bronx,ALLERTON AVENUE,Sandwiches,2019-04-03,Critical,45.0,40.865493191577,-73.85844711348001,2019
50048098,THE FOOD COURT BAR,Bronx,EAST  161 STREET,American,2019-08-14,Not Critical,13.0,40.829028434834,-73.928496459645,2019
50056510,GINBO'S HAMBURGER HOUSE,Bronx,EAST  170 STREET,Hamburgers,2021-08-03,Not Critical,22.0,40.839304026837,-73.915333876768,2021
50108876,BOBO'S CRAB SHACK,Bronx,GRAND CONCOURSE,Seafood,2021-12-02,Not Critical,28.0,40.861113199514996,-73.89784805156499,2021
41707148,KENNEDY FRIED CHICKEN,Bronx,CROTONA AVENUE,Chicken,2019-10-28,Critical,19.0,40.851412230587,-73.885077803028,2019
41121169,KLASSIQUE,Bronx,BOSTON ROAD,Caribbean,2019-10-10,Not Critical,32.0,40.881462794099,-73.838222922634,2019
50015252,BANGLA GARDEN RESTAURANT,Bronx,WESTCHESTER AVENUE,Bangladeshi,2019-10-28,Not Critical,11.0,40.832751693756,-73.863370222821,2019
50057973,PAPAYE DINER,Bronx,GRAND CONCOURSE,African,2019-02-28,Not Critical,58.0,40.857601690867,-73.899834507873,2019
50088490,COCINA MARAVILLA,Bronx,EAST  138 STREET,Mexican,2019-09-19,Not Critical,,40.807099259478996,-73.918152848368,2019
50099656,LULU DUTCH POT RESTAURANT,Bronx,BURKE AVENUE,Caribbean,2019-12-09,Critical,9.0,40.871352165449,-73.862119085908,2019
40977390,THE JOHN J O'CONNOR RESIDENCE,Bronx,ARLINGTON AVENUE,American,2017-04-24,Not Critical,11.0,40.905665060339,-73.906964559811,2017
41238222,COFFEE SHOP,Bronx,KOSSUTH AVENUE,American,2017-12-28,Not Critical,,40.880456223611,-73.881638943574,2017
41410326,CHOI YUAN,Bronx,BEDFORD PARK BOULEVARD,Chinese,2018-04-10,Critical,14.0,40.873242409551004,-73.889227133408,2018
40369641,JOHNNY'S REEF RESTAURANT,Bronx,CITY ISLAND AVENUE,Seafood,2018-07-11,Not Critical,5.0,40.837664418816,-73.782898935512,2018
50004682,I LOVE PIZZA,Bronx,3 AVENUE,Pizza,2019-01-24,Not Critical,7.0,40.821013679003,-73.91247764104999,2019
50012863,DUNKIN,Bronx,BARTOW AVENUE,Donuts,2019-07-12,Critical,11.0,40.869310433953,-73.82962558099901,2019
41536647,HAVANA CAFE,Bronx,EAST TREMONT AVENUE,Latin American,2017-08-03,Critical,28.0,40.837701053031005,-73.834585687158,2017
50072794,CAFECCINO,Bronx,WEST  231 STREET,Bagels/Pretzels,2018-09-14,Not Critical,11.0,40.880161314397995,-73.907206513131,2018
50089069,FRESH WEY JUICE BAR,Bronx,WHITE PLAINS ROAD,"Juice, Smoothies, Fruit Salads",2019-05-01,Not Critical,10.0,40.834919642763,-73.863036897257,2019
41639505,GIO'S PIZZA & RESTAURANT,Bronx,EAST  141 STREET,Pizza,2019-12-26,Not Critical,10.0,40.812230697184,-73.92435290093701,2019
41136985,GLACKEN'S BAR,Bronx,EAST  149 STREET,American,2019-06-05,Critical,10.0,40.818870144188,-73.928496577747,2019
41512397,TWO GRANDPA'S PIZZA,Bronx,GRAND CONCOURSE,Pizza,2018-10-01,Not Critical,4.0,40.847984969165,-73.907363622554,2018
50072874,AJO & OREGANO RESTAURANT,Bronx,WHITE PLAINS ROAD,Spanish,2019-01-15,Critical,27.0,40.83940821916,-73.863815483583,2019
50073523,LECHONERA POLLO SABROSO DEL VALLE,Bronx,EAST  174 STREET,Spanish,2019-03-29,Critical,12.0,40.837290271277,-73.887563379774,2019
41014480,BECCOFINO,Bronx,MOSHOLU AVENUE,Italian,2018-05-17,Critical,43.0,40.905494897631,-73.900420460584,2018
41706118,KENNEDYS CHICKEN & SANDWICHES,Bronx,SOUTHERN BOULEVARD,Chicken,2019-05-01,Not Critical,23.0,40.830322715088,-73.891817510535,2019
50002062,K & L RESTAURANT AND CATERING SERVICE,Bronx,3 AVENUE,Caribbean,2019-05-23,Critical,8.0,40.822850202684,-73.909313714702,2019
40937799,ESTRELLA BAR & RESTAURANT,Bronx,JEROME AVENUE,Latin American,2022-02-08,Critical,40.0,40.841607852784,-73.916689860205,2022
50065822,SEIS VECINOS RESTAURANT,Bronx,PROSPECT AVENUE,Spanish,2019-03-23,Critical,80.0,40.815220478224,-73.903395663208,2019
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,ARTHUR AVENUE,Italian,2017-08-02,Critical,20.0,40.854188025454,-73.888749295607,2017
41341959,JERRY'S PIZZA,Bronx,BOSTON ROAD,Pizza,2022-03-17,Critical,12.0,40.876021481562,-73.84941703662099,2022
50047794,PARILLA LATINA,Bronx,BROADWAY,Latin American,2018-07-31,Critical,26.0,40.877517014856,-73.905818008959,2018
50045318,DELICIOUS PIZZA CAFE,Bronx,WEST KINGSBRIDGE ROAD,Pizza,2017-05-02,Not Critical,33.0,40.872833919102,-73.905097877619,2017
50045318,DELICIOUS PIZZA CAFE,Bronx,WEST KINGSBRIDGE ROAD,Pizza,2017-05-02,Not Critical,33.0,40.872833919102,-73.905097877619,2017
50106776,EMILIO'S,Bronx,MORRIS PARK AVENUE,Pizza,2021-11-09,Not Critical,22.0,40.848874442277996,-73.85454635252401,2021
41703627,Q KACHAPA RESTAURANT,Bronx,BROADWAY,Spanish,2017-10-25,Critical,8.0,40.879854134295,-73.904140359604,2017
50007927,COME & GET SUM FISH & CHIPS,Bronx,EAST  163 STREET,Seafood,2017-12-06,Critical,13.0,40.822605978531,-73.90267672625,2017
50004599,BELLA PIZZA OF BRONX,Bronx,3 AVENUE,Pizza,2019-07-31,Critical,15.0,40.854735820862004,-73.890407607752,2019
40618281,PASQUALE'S RIGOLETTO RESTAURANT,Bronx,ARTHUR AVENUE,Italian,2019-03-07,Critical,12.0,40.853812315447,-73.889078876356,2019
50041493,THAI MAX,Bronx,BAYCHESTER AVENUE,Thai,2017-08-09,Critical,38.0,40.865905409786,-73.830429747919,2017
50084407,EL FOGON DOMINICANO RESTAURANT,Bronx,MORRIS AVENUE,Latin American,2020-01-07,Critical,24.0,40.838189274057,-73.911182837002,2020
41649416,ADAYA AFRICAN AMERICAN RESTAURANT,Bronx,WEBSTER AVENUE,African,2019-12-18,Not Critical,25.0,40.843562571849,-73.90327121783001,2019
50085054,PUNTO DE SABOR EXPRESS,Bronx,WEST  231 STREET,Latin American,2019-08-15,Not Critical,9.0,40.878984721039,-73.904940799731,2019
41450971,GIOVANNI'S RESTAURANT,Bronx,WESTCHESTER AVENUE,Pizza,2017-06-21,Critical,16.0,40.851760514849,-73.829569495633,2017
50073724,COM TAM NINH KIEU,Bronx,JEROME AVENUE,Southeast Asian,2018-06-21,Not Critical,18.0,40.866836009551,-73.897900690889,2018
40539772,BOWLER LAND,Bronx,HOLLERS AVENUE,American,2018-05-18,Critical,0.0,40.88587555189,-73.822809094059,2018
41646786,LA ROLA RESTAURANT,Bronx,EAST  198 STREET,Spanish,2017-06-05,Not Critical,32.0,40.866020638107,-73.886021414235,2017
50072884,VORFI PIZZA AND BUREK,Bronx,ASTOR AVENUE,Pizza,2019-03-21,Critical,7.0,40.859605265586,-73.864894663873,2019
50070923,PAPA JOHN'S PIZZA,Bronx,JEROME AVENUE,Pizza,2022-03-03,Critical,26.0,40.852240462596,-73.908807186625,2022
40364296,HAPPY GARDEN,Bronx,EAST KINGSBRIDGE ROAD,Chinese,2022-01-03,Not Critical,11.0,40.863648812188,-73.894239617341,2022
40382652,TOMMY'S PIZZA,Bronx,EAST TREMONT AVENUE,Pizza,2021-08-18,Not Critical,4.0,40.819559910671,-73.817530764489,2021
50056565,JOY GARDEN,Bronx,MORRIS PARK AVENUE,Chinese,2019-06-20,Not Critical,10.0,40.845172421056,-73.866366221564,2019
41220219,NEW PEKING RESTAURANT,Bronx,EAST  183 STREET,Chinese,2019-05-11,Not Critical,31.0,40.858524068167,-73.903209607901,2019
41204246,AMOR BAKERY NO 2,Bronx,PROSPECT AVENUE,Bakery Products/Desserts,2022-01-31,Not Critical,12.0,40.821811094643,-73.90074489099399,2022
50085944,GOLDEN CHEF,Bronx,CROSBY AVENUE,Chinese,2019-08-13,Critical,7.0,40.844741219311,-73.83075136719201,2019
41158614,GOLDEN STAR GARDEN,Bronx,EAST GUNHILL ROAD,Chinese,2019-09-18,Critical,10.0,40.8700877211,-73.845540005798,2019
50070481,SANGRIA CAFE,Bronx,BARTOW AVENUE,Latin American,2018-04-06,Critical,50.0,40.869539999618,-73.827122928628,2018
41206436,RAINBOW DINER,Bronx,WHITE PLAINS ROAD,American,2022-02-07,Not Critical,87.0,40.856196757828,-73.86764175831,2022
50071766,MARIBELLA PARADISE RESTAURANT,Bronx,MACOMBS ROAD,Latin American,2018-08-06,Critical,5.0,40.841512539639,-73.917734472803,2018
50107104,HOUSE PIZZA,Bronx,EAST  204 STREET,Pizza,2021-11-22,Critical,36.0,40.874170873428,-73.88440914158001,2021
41548238,TOP CHOICE JAMAICAN RESTAURANT,Bronx,NEREID AVENUE,Caribbean,2019-03-25,Not Critical,58.0,40.898628457754995,-73.85479154698399,2019
50046314,KENNEDY FRIED CHICKEN,Bronx,EAST  152 STREET,Chicken,2019-10-28,Critical,22.0,40.818759413403,-73.918821294378,2019
50087482,2 GOOD DELI GRILL,Bronx,CASTLE HILL AVENUE,Sandwiches,2019-10-07,Not Critical,28.0,40.829851023298,-73.850562627632,2019
41544565,MCDERMOTT'S PUB,Bronx,EAST TREMONT AVENUE,American,2018-06-04,Not Critical,30.0,40.842948739491,-73.846257440927,2018
50077888,EL JOBO SEAFOOD RESTAURANT,Bronx,E 233RD ST,Spanish,2020-02-24,Critical,25.0,40.892802372835,-73.855553034694,2020
50003531,NEW SPRING GARDEN,Bronx,WALLACE AVENUE,Chinese,2019-01-28,Critical,19.0,40.852177988981,-73.864873661121,2019
50007733,LOK HIN,Bronx,BROOK AVENUE,Chinese,2018-01-23,Not Critical,12.0,40.809059156278,-73.918359947731,2018
50007733,LOK HIN,Bronx,BROOK AVENUE,Chinese,2018-01-23,Not Critical,12.0,40.809059156278,-73.918359947731,2018
50014964,MICHELY DELI & FOOD MARKET,Bronx,WEST TREMONT AVENUE,Spanish,2017-07-31,Critical,20.0,40.850854245097,-73.91583601604499,2017
41496204,ALITALIA PIZZA RESTAURANT,Bronx,EAST TREMONT AVENUE,Pizza,2018-08-13,Critical,23.0,40.839916170631,-73.87609507401599,2018
50071005,LUCKY HOUSE CHINESE RESTAURANT,Bronx,EAST TREMONT AVENUE,Chinese,2018-02-28,Critical,5.0,40.83988787097,-73.875307258515,2018
41707226,DALLAS BBQ,Bronx,BARTOW AVENUE,American,2019-01-09,Critical,12.0,40.869419885607,-73.825738432827,2019
50109567,PIZZA SQUAD,Bronx,WEBSTER AVENUE,Pizza,2021-12-02,Critical,0.0,40.861938617136005,-73.89105728823002,2021
41128245,EL VALLE RESTAURANT,Bronx,JEROME AVENUE,Latin American,2017-03-23,Not Critical,19.0,40.862260901034006,-73.901454345806,2017
50088027,MIRADOR RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,Latin American,2022-01-24,Critical,9.0,40.867822543387,-73.899233326059,2022
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,ARTHUR AVENUE,Italian,2019-05-31,Critical,13.0,40.854188025454,-73.888749295607,2019
50040892,BEST CHOICE CARIBBEAN RESTAURANT AND JUICE BAR,Bronx,BRONXWOOD AVENUE,Caribbean,2017-04-17,Not Critical,19.0,40.88586548621,-73.854783366137,2017
41327232,T-BROTHERS PIZZERIA,Bronx,ALDUS STREET,Pizza,2019-02-20,Critical,12.0,40.823119732784,-73.890994625897,2019
50044795,MONTESPINO RESTAURANT,Bronx,BRONX RIVER AVE,Latin American,2019-11-15,Critical,18.0,40.831649175063,-73.881451467714,2019
41708278,JOHN'S DINER,Bronx,WESTCHESTER AVENUE,American,2018-02-20,Critical,28.0,40.831704608741,-73.86690651118,2018
41105399,CROWN FRIED CHICKEN,Bronx,EAST  194 STREET,Chicken,2018-06-21,Not Critical,7.0,40.863986176547996,-73.891046690233,2018
50106993,FRESH CITY DELI,Bronx,HUNTS POINT AVENUE,American,2022-02-24,Critical,65.0,40.820427129385,-73.890984601453,2022
50042996,KING DRAGON RESTAURANT,Bronx,EAST MOUNT EDEN AVENUE,Chinese,2019-12-20,Not Critical,12.0,40.843435537545,-73.912578141082,2019
50042996,KING DRAGON RESTAURANT,Bronx,EAST MOUNT EDEN AVENUE,Chinese,2019-12-20,Not Critical,12.0,40.843435537545,-73.912578141082,2019
50076007,BLUE POINT BLEACHERS BAR 237,Bronx,EAST  161 STREET,American,2019-08-14,Not Critical,2.0,40.829028434834,-73.928496459645,2019
40524837,JIMMY RYAN'S,Bronx,MIDDLETOWN ROAD,American,2017-07-26,Not Critical,18.0,40.843936165582,-73.830178749764,2017
50091823,DOMINO'S,Bronx,EAST TREMONT AVENUE,Pizza,2019-09-27,Critical,13.0,40.841752122655,-73.883706711623,2019
41482516,SHANGERILA RESTAURANT,Bronx,BUHRE AVENUE,Japanese,2019-12-18,Not Critical,9.0,0.0,0.0,2019
50046783,JAGANA FAMILY KENNEDY FRIED CHICKEN,Bronx,BOSTON ROAD,Chicken,2017-05-11,Not Critical,13.0,40.83282318602,-73.897826607654,2017
50086769,BIG'AZ PIZZA CAFE,Bronx,WEST FORDHAM ROAD,Pizza,2019-10-08,Critical,25.0,40.862730044298,-73.90446159416601,2019
50080258,LA SORPRESA,Bronx,EAST KINGSBRIDGE ROAD,Spanish,2019-09-12,Not Critical,43.0,40.8673073154,-73.897017765382,2019
50050012,KEVIN CAR WASH AND DELICATESSEN,Bronx,THIRD AVENUE,Spanish,2019-04-26,Not Critical,28.0,40.829690565657,-73.906471357868,2019
50109349,FLAVOR INFUSION,Bronx,WEBSTER AVENUE,,1900-01-01,Not Applicable,,40.900604941878,-73.86170366313401,1900
50056944,LES Q CARIBBEAN RESTAURANT,Bronx,BRONXWOOD AVENUE,Caribbean,2019-06-26,Critical,67.0,40.88332560485,-73.856163185222,2019
41714881,PATRIZIA'S OF WOODLAWN,Bronx,KATONAH AVENUE,Italian,2017-10-04,Not Critical,18.0,40.900647737298996,-73.867751854087,2017
41627341,SUBWAY,Bronx,BRUCKNER BOULEVARD,Sandwiches,2021-08-20,Not Critical,26.0,40.852446046949,-73.827294045993,2021
50039418,JUST ONE TAVERN,Bronx,KATONAH AVENUE,Bottled Beverages,2019-08-05,Critical,7.0,40.897899708264,-73.867261780632,2019
50057074,173 WEBSTER CAFE,Bronx,WEBSTER AVENUE,Latin American,2018-02-21,Not Critical,27.0,40.843211391855,-73.903445214682,2018
50002641,EL RINCONCITO DEL SABOR DOMINICANO,Bronx,EAST  204 STREET,Latin American,2018-12-24,Critical,31.0,40.874121253704,-73.884195887555,2018
41625139,SIX HAPPINESS CHINESE RESTAURANT,Bronx,CROSBY AVENUE,Chinese,2018-06-04,Not Critical,9.0,40.840249056015,-73.829555730982,2018
50085654,PLUSH 101,Bronx,WESTCHESTER SQ,American,2019-09-06,Not Critical,21.0,40.841624756586,-73.843470371707,2019
41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,EAST  167 STREET,Chicken,2018-12-26,Not Critical,17.0,40.835049786626,-73.919292818992,2018
41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,EAST  167 STREET,Chicken,2018-12-26,Not Critical,17.0,40.835049786626,-73.919292818992,2018
50052988,NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,Bronx,SOUTHERN BOULEVARD,American,2019-04-02,Not Critical,66.0,40.865677571305,-73.88331039318001,2019
41623638,RINCONCITO TEPEYAC,Bronx,EAST  138 STREET,Mexican,2019-03-25,Not Critical,22.0,40.809331622602,-73.92341337031901,2019
41426199,CONTI'S PASTRY SHOPPE,Bronx,MORRIS PARK AVENUE,Bakery Products/Desserts,2016-12-29,Critical,8.0,40.845849203507,-73.863043222117,2016
50039514,CATANIA'S PIZZA CAFE,Bronx,ARTHUR AVENUE,Pizza,2021-09-08,Not Critical,12.0,40.853749238983,-73.889133204412,2021
50039514,CATANIA'S PIZZA CAFE,Bronx,ARTHUR AVENUE,Pizza,2019-03-28,Not Critical,13.0,40.853749238983,-73.889133204412,2019
41545589,ADDEO'S RIVERDALE PIZZERIA,Bronx,RIVERDALE AVENUE,Pizza,2019-04-09,Critical,24.0,40.905558717994,-73.904472142443,2019
50073789,FAMOSA PIZZA,Bronx,EAST  187 STREET,Pizza,2019-05-20,Not Critical,12.0,40.85515223195,-73.886763092515,2019
50091361,VICNAT DINER,Bronx,OGDEN AVENUE,Spanish,2020-02-13,Not Critical,28.0,40.831502475545,-73.930170508221,2020
41076903,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,METROPOLITAN AVENUE,Caribbean,2022-03-14,Critical,19.0,40.836207193782,-73.860974327409,2022
50036454,MOSS CAFE,Bronx,JOHNSON AVENUE,Jewish/Kosher,2018-06-11,Not Critical,,40.885290754498,-73.910096183476,2018
